link,status
https://www.carsforsale.com/vehicle/details/47622971,1
https://www.carsforsale.com/vehicle/details/47621309,1
https://www.carsforsale.com/vehicle/details/47588927,1
https://www.carsforsale.com/vehicle/details/47561873,1
https://www.carsforsale.com/vehicle/details/47610781,1
https://www.carsforsale.com/vehicle/details/47577506,1
https://www.carsforsale.com/vehicle/details/47573592,1
https://www.carsforsale.com/vehicle/details/47603179,1
https://www.carsforsale.com/vehicle/details/47285271,1
https://www.carsforsale.com/vehicle/details/47285272,1
https://www.carsforsale.com/,0
https://www.carsforsale.com/Search?SearchTypeID=2&Make=&Model=&BodyStyle=&SubBodyStyle=&MinModelYear=&MaxModelYear=&MinPrice=&MaxPrice=&FromEstimatedMonthlyPayment=&ToEstimatedMonthlyPayment=&MaxMileage=&FromFuelEconomy=&Radius=100&ZipCode=&State=&City=&FullStateName=&Latitude=&Longitude=&Conditions=&HideRepairable=&FilterImageless=&PricedVehiclesOnly=&OrderBy=Relevance&OrderDirection=desc&PageResultSize=15&PageNumber=1&TotalRecords=&FromDate=&ToDate=&DaysListed=&SourceId=&SourceExternalUserID=,0
https://www.carsforsale.com/request-vehicle-history-report,0
https://www.carsforsale.com/auto-loan-calculator,0
https://www.carsforsale.com/new-cars-for-sale,0
https://www.carsforsale.com/new-hyundai-sonata-for-sale-C462739,0
https://www.carsforsale.com/used-cars-for-sale,0
https://www.carsforsale.com/alert/create,0
https://www.carsforsale.com/used-audi-a4-for-sale-C184686,0
https://www.carsforsale.com/cars-for-sale-in-washington-L128066,0
