link,status
https://www.cars.com/vehicledetail/detail/744082934/overview/,1
https://www.cars.com/vehicledetail/detail/747130918/overview/,1
https://www.cars.com/vehicledetail/detail/745700910/overview/,1
https://www.cars.com/vehicledetail/detail/742868104/overview/,1
https://www.cars.com/vehicledetail/detail/744533404/overview/,1
https://www.cars.com/research/bmw-430-2019/,1
https://www.cars.com/research/nissan-370z-2019/,1
https://www.cars.com/research/toyota-86-2019/,1
https://www.cars.com/research/mazda-mx_5_miata_rf-2019/,1
https://www.cars.com/research/bmw-440-2019/,1
https://www.cars.com/,0
https://www.cars.com/research/sports/,0
https://www.cars.com/research/coupe/,0
https://www.cars.com/news/,0
https://www.cars.com/shopping/,0
https://www.cars.com/sell/,0
https://www.cars.com/auto-repair/,0
https://www.cars.com/news/car-buying/,0
https://www.cars.com/articles/2019-toyota-4runner-blacks-out-at-state-fair-of-texas-1420703041419/,0
https://www.cars.com/research/luxury/,0
