name,result
http://www.munstermanauto.com/,0
http://www.munstermanauto.com/blue-springs-mo-used-cars,0
http://www.munstermanauto.com/vehicle/used-2006-chevrolet-suburban-sport-utility-4d-2988335?refby=dealersite#ar_top,1
http://www.munstermanauto.com/vehicle/used-2007-chevrolet-tahoe-lt-sport-utility-4d-3008524?refby=dealersite#ar_top,1
http://www.munstermanauto.com/vehicle/used-2005-dodge-ram-1500-slt-pickup-4d-6-1-4-ft-3034386?refby=dealersite#ar_top,1
http://www.munstermanauto.com/vehicle/used-2015-ford-expedition-el-xl-sport-utility-4d-3034392?refby=dealersite#ar_top,1
http://www.munstermanauto.com/vehicle/used-2002-ford-explorer-sport-utility-4d-2901888?refby=dealersite#ar_top,1
http://www.munstermanauto.com/vehicle/used-2003-acura-cl-type-s-3065399?refby=dealersite#ar_top,1
http://www.munstermanauto.com/vehicle/used-2010-acura-tl-sedan-4d-3016605?refby=dealersite#ar_top,1
http://www.munstermanauto.com/vehicle/used-2008-bmw-3-series-328xi-3034408?refby=dealersite#ar_top,1
http://www.munstermanauto.com/vehicle/used-2011-buick-enclave-cxl-1-3016625?refby=dealersite#ar_top,1
http://www.munstermanauto.com/vehicle/used-2015-chevrolet-cruze-ls-3070814?refby=dealersite#ar_top,1
http://www.munstermanauto.com/vehicle/used-2005-chevrolet-impala-base-3008528?refby=dealersite#ar_top,1
http://www.munstermanauto.com/vehicle/used-2001-chevrolet-silverado-2500hd-long-bed-3034396?refby=dealersite#ar_top,1
http://www.munstermanauto.com/vehicle/used-2004-chevrolet-silverado-2500hd-ls-pickup-4d-6-1-2-ft-3077972?refby=dealersite#ar_top,1
http://www.munstermanauto.com/vehicle/used-2007-chrysler-aspen-limited-3069342?refby=dealersite#ar_top,1
http://www.munstermanauto.com/vehicle/used-2015-chrysler-town-country-touring-3066940?refby=dealersite#ar_top,1
http://www.munstermanauto.com/vehicle/used-2007-dodge-caliber-sxt-3072523?refby=dealersite#ar_top,1
http://www.munstermanauto.com/vehicle/used-2005-dodge-dakota-slt-3034387?refby=dealersite#ar_top,1
http://www.munstermanauto.com/vehicle/used-2012-ford-edge-limited-3070818?refby=dealersite#ar_top,1
http://www.munstermanauto.com/vehicle/used-2005-ford-escape-limited-3034390?refby=dealersite#ar_top,1
http://www.munstermanauto.com/vehicle/used-2010-ford-escape-limited-3069345?refby=dealersite#ar_top,1
http://www.munstermanauto.com/vehicle?vid=2988335&selid=3408&refby=dealersite&vehpg=location,0
http://www.munstermanauto.com/vehicle/used-2006-chevrolet-suburban-sport-utility-4d-2988335?refby=dealersite,1
http://www.munstermanauto.com/vehicle/used-2006-chevrolet-suburban-sport-utility-4d-2988335,1
http://www.munstermanauto.com/vehicle?vid=3008524&selid=3408&refby=dealersite&vehpg=location,0
http://www.munstermanauto.com/vehicle/used-2007-chevrolet-tahoe-lt-sport-utility-4d-3008524?refby=dealersite,1
http://www.munstermanauto.com/vehicle/used-2007-chevrolet-tahoe-lt-sport-utility-4d-3008524,1
http://www.munstermanauto.com/vehicle?vid=3034386&selid=3408&refby=dealersite&vehpg=location,0
http://www.munstermanauto.com/vehicle/used-2005-dodge-ram-1500-slt-pickup-4d-6-1-4-ft-3034386?refby=dealersite,1
http://www.munstermanauto.com/vehicle/used-2005-dodge-ram-1500-slt-pickup-4d-6-1-4-ft-3034386,1
http://www.munstermanauto.com/vehicle?vid=3034392&selid=3408&refby=dealersite&vehpg=location,1
http://www.munstermanauto.com/vehicle/used-2015-ford-expedition-el-xl-sport-utility-4d-3034392?refby=dealersite,1
http://www.munstermanauto.com/vehicle/used-2015-ford-expedition-el-xl-sport-utility-4d-3034392,1
http://www.munstermanauto.com/vehicle?vid=2901888&selid=3408&refby=dealersite&vehpg=location,0
http://www.munstermanauto.com/vehicle/used-2002-ford-explorer-sport-utility-4d-2901888?refby=dealersite,1
http://www.munstermanauto.com/vehicle/used-2002-ford-explorer-sport-utility-4d-2901888,1
http://www.munstermanauto.com/vehicle?vid=3065399&selid=3408&refby=dealersite&vehpg=location,0
http://www.munstermanauto.com/vehicle/used-2003-acura-cl-type-s-3065399?refby=dealersite,1
http://www.munstermanauto.com/vehicle/used-2003-acura-cl-type-s-3065399,1
http://www.munstermanauto.com/vehicle?vid=3016605&selid=3408&refby=dealersite&vehpg=location,0
http://www.munstermanauto.com/vehicle/used-2010-acura-tl-sedan-4d-3016605?refby=dealersite,1
http://www.munstermanauto.com/vehicle/used-2010-acura-tl-sedan-4d-3016605,1
http://www.munstermanauto.com/vehicle?vid=3034408&selid=3408&refby=dealersite&vehpg=location,1
http://www.munstermanauto.com/vehicle/used-2008-bmw-3-series-328xi-3034408?refby=dealersite,1
http://www.munstermanauto.com/vehicle/used-2008-bmw-3-series-328xi-3034408,1
http://www.munstermanauto.com/vehicle?vid=3016625&selid=3408&refby=dealersite&vehpg=location,1
http://www.munstermanauto.com/vehicle/used-2011-buick-enclave-cxl-1-3016625?refby=dealersite,1
http://www.munstermanauto.com/vehicle/used-2011-buick-enclave-cxl-1-3016625,1
http://www.munstermanauto.com/vehicle?vid=3070814&selid=3408&refby=dealersite&vehpg=location,0
http://www.munstermanauto.com/vehicle/used-2015-chevrolet-cruze-ls-3070814?refby=dealersite,1
http://www.munstermanauto.com/vehicle/used-2015-chevrolet-cruze-ls-3070814,1
http://www.munstermanauto.com/vehicle?vid=3008528&selid=3408&refby=dealersite&vehpg=location,0
http://www.munstermanauto.com/vehicle/used-2005-chevrolet-impala-base-3008528?refby=dealersite,1
http://www.munstermanauto.com/vehicle/used-2005-chevrolet-impala-base-3008528,1
http://www.munstermanauto.com/vehicle?vid=3034396&selid=3408&refby=dealersite&vehpg=location,0
http://www.munstermanauto.com/vehicle/used-2001-chevrolet-silverado-2500hd-long-bed-3034396?refby=dealersite,1
http://www.munstermanauto.com/vehicle/used-2001-chevrolet-silverado-2500hd-long-bed-3034396,1
http://www.munstermanauto.com/vehicle?vid=3077972&selid=3408&refby=dealersite&vehpg=location,0
http://www.munstermanauto.com/vehicle/used-2004-chevrolet-silverado-2500hd-ls-pickup-4d-6-1-2-ft-3077972?refby=dealersite,1
http://www.munstermanauto.com/vehicle/used-2004-chevrolet-silverado-2500hd-ls-pickup-4d-6-1-2-ft-3077972,1
http://www.munstermanauto.com/vehicle?vid=3069342&selid=3408&refby=dealersite&vehpg=location,0
http://www.munstermanauto.com/vehicle/used-2007-chrysler-aspen-limited-3069342?refby=dealersite,1
http://www.munstermanauto.com/vehicle/used-2007-chrysler-aspen-limited-3069342,1
http://www.munstermanauto.com/vehicle?vid=3066940&selid=3408&refby=dealersite&vehpg=location,0
http://www.munstermanauto.com/vehicle/used-2015-chrysler-town-country-touring-3066940?refby=dealersite,1
http://www.munstermanauto.com/vehicle/used-2015-chrysler-town-country-touring-3066940,1
http://www.munstermanauto.com/vehicle?vid=3072523&selid=3408&refby=dealersite&vehpg=location,0
http://www.munstermanauto.com/vehicle/used-2007-dodge-caliber-sxt-3072523?refby=dealersite,1
http://www.munstermanauto.com/vehicle/used-2007-dodge-caliber-sxt-3072523,1
http://www.munstermanauto.com/vehicle?vid=3034387&selid=3408&refby=dealersite&vehpg=location,0
http://www.munstermanauto.com/vehicle/used-2005-dodge-dakota-slt-3034387?refby=dealersite,1
http://www.munstermanauto.com/vehicle/used-2005-dodge-dakota-slt-3034387,1
http://www.munstermanauto.com/vehicle?vid=3070818&selid=3408&refby=dealersite&vehpg=location,0
http://www.munstermanauto.com/vehicle/used-2012-ford-edge-limited-3070818?refby=dealersite,1
http://www.munstermanauto.com/vehicle/used-2012-ford-edge-limited-3070818,1
http://www.munstermanauto.com/vehicle?vid=3034390&selid=3408&refby=dealersite&vehpg=location,0
http://www.munstermanauto.com/vehicle/used-2005-ford-escape-limited-3034390?refby=dealersite,1
http://www.munstermanauto.com/vehicle/used-2005-ford-escape-limited-3034390,1
http://www.munstermanauto.com/vehicle?vid=3069345&selid=3408&refby=dealersite&vehpg=location,0
http://www.munstermanauto.com/vehicle/used-2010-ford-escape-limited-3069345?refby=dealersite,1
http://www.munstermanauto.com/vehicle/used-2010-ford-escape-limited-3069345,1
http://www.munstermanauto.com/location,0
http://www.munstermanauto.com/car-of-the-week,0
http://www.munstermanauto.com/meet-the-team,0
http://www.munstermanauto.com/car-finder,0
http://www.munstermanauto.com/contact,0
http://www.munstermanauto.com/tradein-value,0
http://www.munstermanauto.com/testimonials,0
http://www.munstermanauto.com/loyalty-program,0
http://www.munstermanauto.com/sitemap.html,0
http://www.munstermanauto.com/vehicle/used-2003-ford-explorer-xlt-sport-utility-4d-3001003,1
http://www.munstermanauto.com/vehicle/used-2008-gmc-yukon-xl-slt-sport-utility-4d-3016614,1
http://www.munstermanauto.com/vehicle/used-2006-land-rover-range-rover-sport-hse-3070835,1
http://www.munstermanauto.com/vehicle/used-2005-mercury-montego-luxury-3008526,1
http://www.munstermanauto.com/vehicle/used-2003-ford-explorer-limited-3070813,1
http://www.munstermanauto.com/vehicle/used-2010-ford-explorer-eddie-bauer-3070812,1
http://www.munstermanauto.com/vehicle/used-2012-ford-explorer-limited-3001002,1
http://www.munstermanauto.com/vehicle/used-2016-ford-f-150-xlt-pickup-4d-5-1-2-ft-3016608,1
http://www.munstermanauto.com/vehicle/used-2007-ford-focus-ses-sedan-4d-2941372,1
http://www.munstermanauto.com/vehicle/used-2016-ford-focus-se-3070811,1
http://www.munstermanauto.com/vehicle/used-2006-ford-freestar-wagon-se-3072525,1
http://www.munstermanauto.com/vehicle/used-2006-ford-fusion-sel-3069350,1
http://www.munstermanauto.com/vehicle/used-2006-ford-fusion-se-3082812,1
http://www.munstermanauto.com/vehicle/used-1999-ford-super-duty-f-350-srw-long-bed-3022553,1
http://www.munstermanauto.com/vehicle/used-2008-gmc-acadia-slt1-2988329,1
http://www.munstermanauto.com/vehicle/used-2008-gmc-acadia-slt1-3031858,1
http://www.munstermanauto.com/vehicle/used-2003-gmc-sierra-1500hd-slt-pickup-4d-6-1-2-ft-2988331,1
http://www.munstermanauto.com/vehicle/used-2013-gmc-terrain-sle-3070819,1
http://www.munstermanauto.com/vehicle/used-2007-gmc-yukon-denali-3069349,1
http://www.munstermanauto.com/vehicle/used-2006-hummer-h3-3064653,1
http://www.munstermanauto.com/vehicle/used-2013-hyundai-elantra-coupe-se-coupe-2d-3070834,1
http://www.munstermanauto.com/vehicle/used-2003-isuzu-rodeo-2995596,1
http://www.munstermanauto.com/vehicle/used-2000-jeep-grand-cherokee-4wd-laredo-2995595,1
http://www.munstermanauto.com/vehicle/used-2001-jeep-grand-cherokee-4wd-limited-3008525,1
http://www.munstermanauto.com/vehicle/used-2006-jeep-grand-cherokee-4wd-limited-2988334,1
http://www.munstermanauto.com/vehicle/used-2012-jeep-patriot-4wd-latitude-2895258,1
http://www.munstermanauto.com/vehicle/used-2008-jeep-wrangler-unlimited-rubicon-3016615,1
http://www.munstermanauto.com/vehicle/used-2011-land-rover-range-rover-hse-2970550,1
